微博正文,是否原创,发布时间,发布工具,点赞数,转发数,评论数
",别人家的军训,模拟真实战场,空袭毒气样样有,9月8日,贵州财经大学的4700多名大学新生,模拟真实战场实战拉练军训,学生们徒步7,8公里,历经防空区演练,污染区演练和敌占区演练,学校武装部部长表示,每年军训都安排接近实战,在学生中反响不错,人民日报的秒拍视频,网友,羡慕,",True,2017-09-18 18:24,新媒体聚合平台,60633,9085,13029
",中国吃货太欺负人,仅靠一块五花肉就气哭了法国大厨,在一档美食节目中,中法大厨对抗,按规则双方可在对方食材中抽走一样,法国大厨拿了中方的油,还一脸嘚瑟,他们就没办法煎炒炸了,然而,中方大厨回去后抄起剩下的五花肉就开始炼油,内心崩溃的法国大厨,还有这种操作,人民日报的秒拍视频,",True,2017-06-14 11:56,新媒体聚合平台,56678,12724,13291
",一起看奥运,赢了,中国女排3,1战胜荷兰队,闯进决赛,此刻,啥也不说了,一起转发,祝贺女排,姑娘们真是好样的,组图共9张,原图,",True,2016-08-19 11:19,微博 weibo.com,53122,22099,7422
",2019高考倒计时3天,转发祝福,加油啊,少年,请相信,今天付出的汗水,都将变成未来的礼物,青春无悔,高考,加油,人民日报的秒拍视频,",True,2019-06-04 07:31,新媒体聚合平台,51069,25123,6441
",勿忘英雄,转发送别抗战老兵,2018年以来,已有数十位抗战老兵离我们而去,全国幸存抗战老兵已不足两万人,他们,曾用鲜血捍卫国家尊严,他们,曾用生命换来今日和平,一个有希望的民族不能没有英雄,硝烟已远,但那段不屈的抗争却不该被遗忘,家国,清明,缅怀先烈,致敬老兵,组图共9张,原图,",True,2018-04-06 07:30,微博 weibo.com,66999,11381,4223
",3分钟,董卿的阅读心经,卧室里没有电视机没有手机,一直保持每天睡觉前一个小时的阅读,哪来那么多目的啊,不要抱着目的去读一本书,腹有诗书气自华,一起听听董卿的阅读心经,",True,2017-04-17 13:02,新媒体聚合平台,51714,26565,4316
",汶川大地震10年,转发,为了不能忘却的记忆,2008,2018,整整10年,那年的5月12日,你在做什么,无论你在哪里,我都要找到你,10年前,我们生死不离,10年后,这里,生生不息,一起传递这条微博,祭奠每个逝去的同胞,也祝福这座重生的城市,汶川,加油,人民日报的秒拍视频,",True,2018-05-11 08:32,新媒体聚合平台,47415,26669,8497
",搞定,中国终于造出圆珠笔头,有望完全替代进口,中国每年生产380亿支圆珠笔,而核心材料却高度依赖进口,特别是笔头的球座体,生产设备和原材料都掌握在日本等国手中,太钢集团耗时五年,终于生产出中国制造的笔芯,一些笔头企业已开始使用,未来两年有望完全替代进口,",True,2017-01-09 13:28,新媒体聚合平台,55351,16968,10238
",就业季,连Excel打印都不会,怎么登上职场巅峰,用Excel制作表格人人都会,但你能把表格打印得精准无误,无缺无漏吗,工作表很长,可只有第一页有标题行,明明只想打一页纸,却总是多两行数据跑到第二页上,Excel表格打印全技巧,速速转存,有用,组图共9张,原图,",True,2017-10-27 11:07,新媒体聚合平台,32448,48979,1110
",撑了几千年的伞,就这样被反转了,英国61岁的航空工程师Jenan,Kazim,因丈母娘总抱怨下雨天进门后雨水弄湿家里地板,于是研发了一种打开与合拢方向完全相反的反向折叠伞,收伞后不会滴水,开车时也不用担心上下车那一瞬间被淋了,戳视频,这个创意,你打几分,",True,2016-10-31 15:02,新媒体聚合平台,53426,22093,6910
",我们读书吧,转发抽奖啦,100部Kindle等你拿,花心,4月23日,世界读书日,为倡导全民阅读,人民日报,发起全民阅读活动,4月21日,4月26日,转发此微博或参与,我们读书吧,话题就有机会赢取Kindle哦,100部Kindle等你带回家,还等什么,即刻转起,推荐,",True,2015-04-21 07:57,微博品牌活动,2339,60616,19431
",暖视频,受伤小狗被困车流,公交司机停车解救,最后几下,摸头杀,好暖,13日,北京,一条流浪小狗被困在路中央,来往车辆纷纷避开,路过的公交司机马师傅看到此情形,在确定安全的情况下,停车把狗抱到路边的安全位置才回车继续行驶,离开时还拍了拍小狗的头,有乘客称赞他,好人会有好报的,人民日报的秒拍视频,",True,2018-11-18 17:13,微博 weibo.com,63254,9818,9235
",交警街头发飙怒吼,却温暖了所有人,近日,山东济南槐荫交警大队指挥中心接到电话求救称,一名临沂断指儿童要赴济南救治,请求交警带路,交警蜀黍们了解情况后,立刻为他们开启了一条绿色生命通道,原本半小时路程,仅用了13分钟的时间就抵达医院,戳视频,记录13分钟危情时速,济南交警的秒拍视频,",True,2017-10-14 10:33,微博 weibo.com,68118,6403,7764
",医生术中胃痉挛发作,忍痛完成关键步骤后,倒地吸氧,14日,温州乐清市人民医院邵医生在手术时,胃痉挛突然发作,他强忍剧痛,坚持完成手术最关键步骤,走下手术台后,直接倒地吸氧,差点休克,病人永远在第一位,在采访时,他坚持不让报道他的名字,",True,2016-07-15 20:17,人民日报微博,56694,19389,6172
",男子帮拾荒老人背口袋,老人三鞠躬致谢,7月30日,四川成都火车北站旁,一位佝偻着背的拾荒老婆婆,背着两个比她人还大的口袋慢慢走着,一名男子见状,主动拿过婆婆手中的袋子,并一路护送,到目的地后,老人向男子三鞠躬以示谢意,网友,老吾老以及人之老,愿人人都心存善良,成都晚报的秒拍视频,",True,2018-08-02 10:34,新媒体聚合平台,66788,8575,6886
",青青子衿,悠悠我心,当,子衿,唱出来是这样动听,青青子衿,悠悠我心,吴谨言Y,用温柔甜美的歌声,在舒缓平静的旋律中,唱出了,诗经,中女子对爱情最美好的想象与期待,心中有爱,就请唱出来,转给你爱的那个TA,CCTV经典咏流传的秒拍视频,",True,2019-03-30 22:04,新媒体聚合平台,17249,10133,54773
",外国小哥体验孤独一周,没人交流太可怕,一个人,没人说话,与外界没有联系,独自生活一周,是怎样的体验,国外一个小哥最近体验了这样的孤独,才发现原来被遗忘被隔绝是这么让人难过,而这个世界上,有无数老年人正在经历这样的孤独,他们需要的,只是你的一点关心与问候英国报姐的秒拍视频,",True,2017-09-29 15:00,新媒体聚合平台,54732,15787,11603
"气到打滚,天呐,我的小马车被拿走了用头撞木桩那一下认真的吗iPanda熊猫频道的秒拍视频,",True,2018-12-15 15:55,微博 weibo.com,42811,27856,11419
",温暖,清洁工老人收匿名礼物,爷爷,天冷了用这个保温杯喝水吧,近日,山东潍坊七中一位教学楼清洁工老人收到了一份匿名礼物,礼物中留有字条,爷爷天冷了用这个保温杯喝水吧,清洁工老人十分感动,眼含泪花,拉住一位老师拍照转答谢意,为善良的学生点赞,愿爱充满世界,潍坊那些事,组图共3张,原图,",True,2016-12-31 17:03,新媒体聚合平台,71813,6450,3820
",为健康转发,九图教你看懂体检报告,推荐,临近年底,又到体检高峰,好不容易在人山人海中完成体检,拿着体检报告却云里雾里,完全看不懂,尿酮体,胆固醇,甘油三酯,这些指标都是什么意思,出现升高或降低又提示怎样的身体信号,结节,增生又意味着什么,体检主要项目指标解读,实用,转发收藏,组图共9张,原图,",True,2017-11-03 08:05,新媒体聚合平台,28932,51174,1909
",志愿军遗骸回家,转发致敬,最可爱的人,今天,我们接你们回家,今天上午,中韩双方将在韩国仁川国际机场举行隆重交接仪式,第五批20具在韩中国人民志愿军烈士遗骸将回家,今天,一起转,魂兮归来,英烈安息,人民日报的秒拍视频,",True,2018-03-28 07:30,新媒体聚合平台,56793,18276,6920
",广州,小学生球场踢出惊天世界波,网友,这粒进球我只看了5遍,5月24日,广州第五届中小学足球联赛男子U12决赛中,海珠区江南新村第二小学六年级的黄雨齐,在第44分钟踢出一记震惊全场的,世界波,帮助球队以3,2夺冠,广州日报的秒拍视频,",True,2019-05-25 20:50,新媒体聚合平台,62356,9781,9686
",极简苏绣,简直美得让人窒息,张雪,85后刺绣师,从小耳濡目染苏绣文化,大学毕业后,他不顾家长反对,回到刺绣坊做刺绣,星空,四季,等极简主义的刺绣作品让他屡屡得奖,他说,大学毕业不是一定就要去BAT,就要考公务员,我就想做个手艺人,二更视频的秒拍视频,网友,看完都想学了,",True,2017-10-27 15:51,新媒体聚合平台,60559,16206,5056
",实用帖,秋冬洗衣必备技巧,天气越来越冷,趁着周末,好好整理清洗下秋冬衣物,羊绒衣物怎么保养,皮衣发霉怎么办,牛仔裤如何打理,羽绒服脏了怎么洗,火锅渍,酱油渍,茶渍,口香糖该怎样去,如何给衣服除静电,除毛,这些问题,统统不用担心,超实用的秋冬衣物清洁技巧,你一定用的上,转发收藏,组图共9张,原图,",True,2017-10-29 08:30,微博 weibo.com,33908,45724,2165
",转发抽奖,关注,人民日报,汽车使用权,手机,无屏电视等你拿,元宵节送祝福啦,关注,人民日报,转发本条微博,并,你的3名好友,就有机会赢取荣威Ei5汽车两个月使用权,极米无屏电视Play,X,荣耀10青春版手机,雅诗兰黛小棕瓶眼精华等精美礼物,速转试手气,欢度元宵节,共迎,中国福,组图共9张,原图,",True,2019-02-19 07:30,新媒体聚合平台,12183,40931,28522
",一起看奥运,男子100米仰泳,中国徐嘉余夺得银牌,组图共9张,原图,",True,2016-08-09 09:43,人民日报微博,66540,9720,5343
",南京大屠杀80年,80年前,他拍下南京大屠杀动态影像,1937年12月13日,侵华日军攻占南京,进行了长达六周的大屠杀,约翰,马吉冒生命危险,用16毫米摄影机秘密地将日军暴行拍摄下来,这些镜头,成为留存至今有关南京大屠杀的唯一动态画面,是揭露日军暴行的有力铁证,新华网的秒拍视频转发传递,",True,2017-12-12 18:24,微博 weibo.com,38480,36185,6932
",全国两会,人民直播,聚焦总理记者会,十三届全国人大二次会议闭幕后,国务院总理李克强将会见中外记者,并回答提问,这一次,李克强总理将如何回应国内外关切,人民日报,带你看现场,人民日报的微博直播,",True,2019-03-15 10:30,微博网页版,74214,6392,974
",别人家的食堂,郑州高校新食堂逆天,河南财经政法大学龙子湖校区,食堂美美的装修风格吸引了全校学生的关注,餐厅取名为,致青春,正中间装饰了一棵高大的人造树,藤蔓,装饰架,壁画散落各处,配以暖色照明灯,整个简直食堂文艺范爆棚,厉害了,又是别人家的食堂,别人家的食堂,郑州高校新食堂颜值逆天文艺范儿爆棚,组图共9张,原图,",True,2016-10-13 21:32,微博 weibo.com,53287,10862,17378
",十九大,把全国2,国土空间还给大熊猫,东北虎,藏羚羊,中财办副主任杨伟民记者会上介绍,总书记亲自主持审定三江源,东北虎豹,大熊猫,祁连山等4个国家公园体制试点方案,目的就是把总面积21,5万平方公里的国土还给自然,把全国2,的国土空间还给大熊猫,东北虎,藏羚羊,给子孙后代留下更多净土,组图共9张,原图,",True,2017-10-23 17:08,新媒体聚合平台,68801,8725,3995
",悲剧,您的快递已掉到沟里了,据,湖南高速警察,13日,泉南高速永州段发生一起货车侧翻事故,该车为某快递公司运输车,满载,双11,网购货物,为尽快送达,货车司机连夜赶路,发生事故导致侧翻,所幸无人员伤亡,双11,发货量大,请对他们多几分体谅,收到快递时,别忘说声谢谢,组图共9张,原图,",True,2016-11-15 12:55,新媒体聚合平台,62233,6318,12955
",前方高能,2016级,大熊猫宝宝集体亮相,今年是成都大熊猫,高产,的一年,共有27只大熊猫宝宝出生,国内23只,国外4只,其中10对是双胞胎,29日下午,成都大熊猫繁育研究基地内,国内23只,2016级,新生大熊猫宝宝集体亮相,有的还滚下台,戳图接受十万点暴击,心已化,四川日报,组图共9张,原图,",True,2016-09-29 18:11,微博 weibo.com,41814,26010,13663
",谁的,剩,宴,几乎没动过的螃蟹,整只鸡,整条鱼,各处饭店餐馆每天产生的成千上万桶餐厨垃圾里,相当一部分就是这些好端端的食物,记者问一位服务员,这些菜怎么处理,答,倒掉呗,问他不心疼吗,他说,怎么能不心疼,这条鱼几乎顶我一周工资了,朱门酒肉,你被刺疼了吗,原图,",True,2013-01-22 22:05,人民日报微博,779,65783,14901
",人民直播,武大樱花正盛,一起来,5G云赏樱,又到一年赏樱季,武汉大学樱花正盛,想去赏樱但名额已约满,不用担心,人民日报,5G直播带你走进武大校园,一起来,云赏樱,吧,人民日报的微博直播,",True,2019-03-24 11:31,微博网页版,77461,1706,2173
",微倡议,春节拒吃野味,从我家做起,鲨鱼,猕猴,熊,野兔,穿山甲,为了食用或使用,一只只野生动物正遭受屠杀,名叫禾花雀的小鸟,甚至被吃得濒临绝种,闻其声,不忍食其肉,见其生,不忍见其死,看到这些照片,你还忍心吗,这个春节,拒吃野味,拒买野生动物制品,我转发,我承诺,组图共9张,原图,",True,2014-02-01 08:30,人民日报微博,6110,70381,4788
",中文之美,中国古代用语集锦,妃色,樱草,雪青,绛紫,玄青,黛蓝,这些都是什么颜色,赤子,垂髫,弱冠,耋耄,期颐,各是哪些年纪,忘年之交,八拜之交,金石之交,这些故事又都出自哪里,关于时间,关于年龄,关于颜色,关于交情,这些中国古代用语,你知道多少,戳图学习,转发收藏,组图共9张,原图,",True,2018-01-13 08:30,微博 weibo.com,38883,41158,1209
",全国两会,重磅,提高个税起征点,李克强,提高个人所得税起征点,好消息,转给小伙伴,原图,",True,2018-03-05 10:31,新媒体聚合平台,61333,10309,9580
",今天,转发微博,向护佑生命的医师致敬,他们从容而坚定,普通又特殊,平凡却伟大,他们一次次与时间赛跑,只因生命,就是理由,今天,第一个中国医师节,致敬医师,向他们说声,辛苦了,人民日报的秒拍视频,",True,2018-08-19 07:30,微博 weibo.com,52653,17160,11334
",此刻,一起为5位年轻的面孔转发微博,默哀,哈尔滨仓库火灾,5名殉职消防战士均为90后,请记住这些年轻的名字,赵子龙,18岁,傅仁超,19岁,张晓凯,19岁,侯宝森,20岁,杨小伟,22岁,他们,和我们一样的普通人,可危难之际,却无畏地用生命守护我们,为英雄发条微博,铭记救命之恩,组图共5张,原图,",True,2015-01-03 16:01,微博 weibo.com,37259,33533,10354
",此刻,一起转发,为中国足球加油,中国男足VS韩国队,比赛已经开始,转,为中国队加油,组图共9张,原图,",True,2017-03-23 19:43,新媒体聚合平台,54801,19315,6859
",今天,吴京,黄渤,沈腾,韩寒一起坐上公安部发布会主席台,春节期间,流浪地球,等8部国产电影掀起票房高潮,几乎同时,高清盗版电影开始在网上泛滥,今天,公安部在扬州召开发布会通报案件调查,沈腾,电影就像我们的孩子,盗版就像人贩子,感谢公安把我们孩子找回来,荔直播的秒拍视频,",True,2019-04-29 19:25,新媒体聚合平台,67446,6379,7124
",旧电饭煲内捡4万元,收荒匠连夜寻失主,6日,汪辉如在一个旧电饭煲里发现4万现金,20分钟后他赶到派出所,和警方连夜冒雨找失主,丢钱的是一位八旬农村老太,称4万元存了七八年,钱丢后哭惨了,其实汪辉如还欠着8万外债,小儿子是脑瘫,肯定有人说我傻,但人活一辈子,该有原则,视觉中国,组图共9张,原图,",True,2016-11-11 22:14,新媒体聚合平台,69002,4358,7569
",家有儿女,微电影曝光,十二年之后,演员宋丹丹,高亚麟,杨紫,张一山,尤浩然重聚,与林更新一起重新演绎微电影,宋丹丹下班脱鞋放包的一幕简直像回到以前,",True,2016-12-25 20:34,新媒体聚合平台,54097,19657,7107
",送别谢樵,接英雄回家,送英雄上路,因抢险失踪四天的24岁云南边防战士谢樵今天被搜救人员从堰塞湖中打捞上来,确认牺牲,中午,装着谢樵遗体的车辆在鲁甸龙头山镇缓缓驶过,谢樵,与你共同奋斗过的战友们列队,接你回家,敬礼,送你上路,请接受我们的致敬,一个英雄,值得拥有这样的归途,组图共9张,原图,",True,2014-08-08 13:40,人民日报微博,31941,33764,15122
",速转,你愿帮这26个被拐孩子回到亲生父母身边吗,他们都是被拐儿童,被警方解救时,最小的才2岁,最大也不过6,7岁,本该在妈妈怀中撒娇的年纪,却被人贩子倒卖警方介绍,被拐儿童大致集中在2到7岁,扩散,帮帮这些孩子,你的一次转发,或许就能帮他们找到家人,守护宝贝,央视新闻,组图共9张,原图,",True,2015-11-17 11:26,人民日报微博,10183,67740,2903
",吕逸涛被任命为,2016年央视春晚,总导演,春晚你最想看见谁,据央视新闻,中央电视台青年导演吕逸涛被任命为猴年春晚总导演,据了解,吕逸涛拥有多届春晚的工作经历,曾任2012,2013,2014年央视春晚执行总导演,2016央视春晚创作原则是,开放办春晚,你最想在春晚舞台上看到谁,转发,TA,转发,组图共9张,原图,",True,2015-10-12 15:53,人民日报微博,16361,45632,18824
",供热工人全身浸污水中更换阀门,冷了自己,暖了大家,据央视,近日,河北石家庄市谈固二区八十二号楼阀门漏水,积水将近一米,两名供热工人不顾寒冷,脱去衣服跳下污水里检修,半小时后,他们终于换好新阀门,居民说,两名师傅冷了自己,暖了大家,为默默付出的劳动者点赞,组图共4张,原图,",True,2016-12-01 17:55,新媒体聚合平台,74852,2689,3265
",重磅,新个税法通过,起征点每月5000元,10月1日起实施,31日下午,备受社会关注的关于修改个人所得税法的决定经十三届全国人大常委会第五次会议表决通过,至此,七次大修后的新个税法正式亮相,起征点确定为每月5000元,人民日报记者杨丽娟,邱耀洲,新个税法通过,起征点每月5000元,10月1日起实施,",True,2018-08-31 15:08,微博 weibo.com,15079,52843,12859
"武警部队征兵宣传片震撼来袭,网友,看完热血沸腾,",True,2016-04-12 22:47,人民日报微博,35104,36750,8867
",8个高强度动作,让你28天就瘦下来,推荐,4分钟,8个高强度减脂动作,每个动作建议30秒,能燃烧脂肪200大卡,记住隔天一次就行,组图共8张,原图,",True,2017-06-09 14:32,微博 weibo.com,37636,38236,4828
",纪念钱学森,美国人说他抵得上5个师,宁可枪毙也不让回国,羁留5年,他用香烟纸发出求助信,周总理亲自过问才得以脱身,他心里,国为重家为轻,科学最重名利最轻,五年归国路,十年两弹成,开创祖国航天,他是先行人,他说,我的事业在中国,我的归宿在中国,今天,钱老诞辰107周年,缅怀,组图共9张,原图,",True,2018-12-11 12:06,新媒体聚合平台,68004,8857,3821
",推荐,国外播放过亿的有氧燃脂操,这套操看似动作难度不大,但却是,燃脂利器,30分钟的练习,带来你30个小时的酸爽,据说跟着视频做完后,都感觉不到身体是自己的了,建议留着慢慢练,",True,2016-09-10 20:04,人民日报微博,29684,48360,2608
",两弹一星元勋,我们再也不是一个被人侮辱的民族了,1951年国家初立,百业待兴,核试验基础几乎为零,而美国已经完成第一次地下原子弹爆破试验,朱光亚毅然回国建设国防,我们的民族再也不是一个被人侮辱的民族了,回去吧,祖国在迫切地等待着我们,听,陈晓,演绎朱光亚写给全美留学生的信,再读依旧热血沸腾,CCTV信中国的秒拍视频,",True,2018-03-24 15:15,新媒体聚合平台,42813,22331,15330
",正在直播,2019高考多地全景直播,高考,加油,人民日报的微博直播,",True,2019-06-07 08:14,微博网页版,72354,1422,6590
",此刻,你愿意为老兵们转发吗,七七事变78周年到来之际,33位抗战老兵齐聚南京,参加重聚活动,他们中有参加过南京保卫战,淞沪会战等的前线将士,也有从事辎重,通信,医护等的战士,有老兵曾说,我们不怕死亡,我们怕被遗忘,今年是,抗战胜利,70周年,转发,还原属于他们的荣耀,图自CFP,组图共9张,原图,",True,2015-07-06 11:08,人民日报微博,33796,41575,4911
",别再,谋杀,颈椎,速转颈椎保养手册,推荐,近日,河南一位女士经常感到,天旋地转,就医后被诊断为混合型颈椎病,坐姿不良,低头玩手机,长时间吹空调,这些都是颈椎病的诱因,严重的颈椎病甚至影响走路,导致瘫痪,颈椎病该怎样自测,如何正确保养颈椎,实用颈椎保养手册,转给低头族,组图共9张,原图,",True,2017-08-07 09:47,新媒体聚合平台,28495,45732,5992
",改革开放40周年,微视频,道路,一条没人走过的路,走过去,才能成为路,一条充满挑战的路,走下去,才有答案,山再高,往上攀,总能登顶,路再长,走下去,定能到达,以必成之心,创未有之业,改革开放再出发,你的奋斗终将伟大,人民日报的秒拍视频,",True,2018-12-17 20:54,微博 weibo.com,49789,25533,4889
",别刻了,长城都让你们破坏了,昨天,北京八达岭长城,一对年轻情侣掏出钥匙在墙砖上刻名字,身后不远处就是,禁止刻画,的指示牌,女游客刻字时,男游客还拿出手机拍照,有游客上前提醒,两人置若罔闻,据了解,长城上,一些上世纪七八十年代的刻字至今无法修复,别刻了,长城都让你们破坏了,组图共4张,原图,",True,2016-10-04 21:00,微博 weibo.com,39639,9926,30547
",紧急,见到这个女人请速报警,24日9时40分左右,4岁男孩廖子龙在江西赣州安远县版石镇菜市场,被图中红衣女子抱走,至今尚无线索,有知情者,请拨打0797,3724042或110与警方联系,转起来,揪出人贩子,解救孩子,组图共6张,原图,",True,2016-04-28 08:31,人民日报微博,19219,53250,7622
",转发送送小天使4岁青岛女童因病离世,她捐献的器官挽救了5个家庭,6月21日上午7点58分,青岛四岁半女童,九月,因脑干部位病变离世,小九月双肾,肝脏和一对角膜共5个器官捐献出来,给5人送去了重生和重见光明的希望,在生前视频中,她还和妈妈拉勾要救别的小朋友,梨青岛的秒拍视频,",True,2018-06-21 20:31,微博 weibo.com,63221,8575,8290
",西安人的,解忧杂货铺,56年始终如一,尚志英今年76岁,从1961年就守着一家杂货铺,来这里看看儿时的连环画,尝尝独特的辣子酱,喝一两七毛的散酒,那份感觉几十年没变,老尚说,很多顾客陪我很久,我也陪他们很久,世界再大我也不用看了,就守着这儿,二更视频的秒拍视频时光深处,守你如初,",True,2017-11-04 12:18,新媒体聚合平台,66144,9665,4199
",泪目,父亲赶路24小时返家,3岁儿子路口等待,湖南湘西的石欣今年33岁,父母都已60多岁,妻子两年前离婚走了,留给他一个儿子,为养家,石欣外出打工,一个月上28天的班,春节前,石欣一路坐火车,大巴,公交,赶路近24小时回到村里时发现,3岁的儿子早已在路口等着他回来,泪奔,3岁的等待与33岁的归途,组图共9张,原图,",True,2017-01-23 09:50,新媒体聚合平台,63367,7403,9184
",小男孩抽血吓哭,为自己打气,我是男子汉,一定要勇敢,近日,一段小男孩抽血的视频走红,视频中小男孩虽然被抽血吓哭,一直用手抹眼泪,但他不断给自己加油鼓劲,我是男子汉,一定要勇敢,看看新闻Knews的秒拍视频,网友,用最怂的表情,说最硬的话,",True,2018-11-22 18:32,微博 weibo.com,57109,13061,9771
",你好,明天,过去7天,一场暴雨让我们感到生命的无常与重量,也看到周遭的种种不足与缺陷,同样铭记于心的,是灾难中爱的赠与和传递,是对责任的坚守和护卫,想起最近很流行的一段话,你所站立的地方,正是你的中国,你怎么样,中国便怎么样,你是什么,中国便是什么,你有光明,中国便不黑暗,安,原图,",True,2012-07-28 00:01,微博 weibo.com,168,64115,15614
",女孩公交车上遭骚扰后求助司机,我害怕,有个叔叔摸我,19日,昆明一名女孩坐上公交车,一中年男子起身坐到她旁边,之后,女孩想离开座位,但遭到男子阻挡,他一度挤到女孩位置上,女孩离开座位向司机求助,司机称,女孩说有个叔叔在摸她,随后,司机将嫌疑人制服并让同事报警,新京报我们视频的秒拍视频,",True,2018-11-24 18:57,新媒体聚合平台,63930,6379,9574
",中国不会屈服于任何极限施压,原图,",True,2019-05-11 14:37,新媒体聚合平台,37172,36275,6330
",93岁,核潜艇之父,30年没回家,女儿,你回家像出差,核潜艇之父,黄旭华今年93岁,从青丝到白发,他把一生献给核潜艇事业,曾经一别30年,再回到家乡时,母亲已是95岁高龄,自己也两鬓斑白,如今,他每天仍旧工作一上午,他的人生,如深海中的潜艇,无声,但力量无穷,",True,2017-10-08 19:54,新媒体聚合平台,69388,5845,4482
",男孩乘公交误投20元饭钱急哭,司机自掏腰包还给他,3月11日,郑州199路公交车上,一名男孩上车后,误将20元晚饭钱当1元投入币箱,因为币箱不能打开,男孩急得哭了,司机郑豫炜自掏20元钱递给孩子,起初小朋友不好意思要,劝说后,孩子收下,并向司机深深鞠了一躬,人民日报的秒拍视频,",True,2019-03-14 20:17,新媒体聚合平台,58513,13894,7292
",暖新闻的后续,不礼让行人的7名车主被重罚,15日,浙江金华罗先生为了让老人过马路,横车挡住车流,这暖心一幕引发网友热议,据,磐安交警,通报,视频中不礼让行人的7名车主均已受到罚款100元,记3分的处罚,警方在肯定罗先生暖心礼让的同时,也对其压实线的行为进行了批评教育,梨视频的秒拍视频,",True,2017-11-16 19:31,新媒体聚合平台,65657,6268,7747
",西安小学生,你们好样的,据,西安网,3日早上,西安某小学的学生参加赴日本的夏令营,在大阪机场出关安检排队时,十几名小学生没有大声喧哗,没有上蹿下跳,而是拿出随身携带的书席地而坐,安安静静地阅读等待,行李箱也都整整齐齐,依次有序地摆放,少年强则中国强,给随行老师和孩子们点赞,组图共3张,原图,",True,2016-07-03 22:36,人民日报微博,66400,6220,7015
"第八金,为中国力量点赞,原图,",True,2016-08-10 08:04,人民日报微博,74800,2855,1973
",长江客船沉没,最新消息,载客458人,已救起12人,据湖北日报,船上乘客多为上海一旅行社组织的,夕阳红,老年旅游团成员,年龄在50岁,80岁,长江海事局介绍,截至7时26分,现场已救起12人,游轮突遇龙卷风,在一两分钟之内倾覆,目前游轮已沉入江中,呈倒扣状,给救援工作造成极大困难,组图共6张,原图,",True,2015-06-02 07:46,人民日报微博,4184,62732,12708
",你好,明天,明天,人民海军成立70年,纪念日,青岛,一场万众瞩目的海上阅兵即将上演,犹记得,南海边,舰阵如虹,白浪如练,看今朝,黄海滨,百舸争流,千帆竞发,泱泱中华,浩浩蓝疆,人民海军再一次扬帆起航,这不是电影大片,却叫人心潮澎湃,沧海横流方显英雄本色,期待明天,共享荣光,人民日报的秒拍视频,",True,2019-04-22 23:48,微博 weibo.com,48452,27180,3946
",目测又要火,听小戏骨唱跳改编版,中国话,东酸西辣的味道,南米北面的吃法,八大菜色香味美装满酸甜和苦辣,他们是爱演戏的00后,小戏骨,也是爱吃中国菜,爱说中国话的中国娃,今天,一起过儿童节,听小戏骨改编,中国话,一起转发,传承,爱中国文化,人民日报的秒拍视频,",True,2018-06-01 10:00,新媒体聚合平台,51952,21994,5627
",今天,转发微博,祝福祖国,今天,共和国迎来66岁生日,国之富强,民之幸事,我们分享发展带来的荣光,更该以热忱,以努力,创造更好的中国,中国未来的质感与分量,正在你我的点滴努力之间,我们怎样,中国便会怎样,祝福祖国,生日快乐,年轻的我们,努力,今日,每日,组图共9张,原图,",True,2015-10-01 07:00,人民日报微博,29741,45016,4782
",果断收藏,100种鲜花的花语,后天七夕,送花就用它,花有,花语,不同的花代表不同的含义,送花,赏花,懂花语,表达的情感甚于言语,玫瑰花,百合花,郁金香,康乃馨,满天星,勿忘我,各种常见的鲜花都是什么意思,送花的朵数又代表什么含义,戳图对照,七夕快到了,收藏学习,组图共9张,原图,",True,2017-08-26 12:28,新媒体聚合平台,36527,39949,3031
",大咖有话,丨陈坤,遇见最好的自己,他是,天盛长歌,里的楚王宁弈,也是公益活动,行走的力量,的发起人,他是陈坤,行走的力量,从2011年发起到今年收官,整整8年,如今,陈坤加入了一个新公益项目,脱贫攻坚战星光行动,对话陈坤,遇见最好的自己,人民日报的微博直播,",True,2018-09-10 16:04,微博网页版,58450,13649,7402
",暖视频,感动,爱情最美的样子,老夫妻地铁牵手而行,11月19日,湖北武汉,地铁4号线汉阳火车站下来一对八旬老夫妻,奶奶牵手拄拐杖的爷爷向前慢慢走,虽然他们老了,身体不如年轻的时候,但从两口子手牵手的画面里,仿佛看到了爱情的模样,最美牵手,好温暖,人民日报的秒拍视频,",True,2018-11-22 13:50,新媒体聚合平台,56361,14532,8512
",泪目,战士的手,这只手的主人叫吴勇,1997年出生,是一位森警战士,这张照片,拍摄于内蒙古汗马火场扑救后,你愿意为参与扑救的3460名指战员转发致敬吗,央广军事,原图,",True,2018-06-09 14:01,新媒体聚合平台,68261,8587,2553
",95岁老人修鞋超80年,双手拇指已经外翻,福州95岁的王老伯,十多岁起就以补鞋修鞋为生,到如今已修了80多年的鞋,因反复修鞋,两根拇指都向外弯曲,双手长满老茧,补鞋费用不高,小补不过三五元,但老人却舍弃不了这个鞋摊,图刊,摆摊修鞋80载的95岁老人,1,8,全屏观看,翻页网友,一生能有一份坚持,难能可贵,祝福老人,组图共8张,原图,",True,2016-04-07 22:42,人民日报微博,65024,7361,7004
